model_role,run_id,training_group_dropout_p,selected_run_id,selected_group_dropout_p,test_condition,masked_group,class_name,class_f1,num_samples,checkpoint_path,clean_class_f1,class_f1_drop_from_clean,baseline_class_f1,class_f1_vs_baseline
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,ATMOSPHERIC,ATMOSPHERIC,Industrial,0.9464285714285714,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.9558823529411765,0.00945378151260512,0.960328317373461,-0.01389974594488963
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,ATMOSPHERIC,ATMOSPHERIC,Pasture,0.7486631016042781,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.6704545454545454,-0.07820855614973266,0.7046632124352331,0.04399988916904496
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,ATMOSPHERIC,ATMOSPHERIC,PermanentCrop,0.7134502923976608,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.7049689440993789,-0.008481348298281843,0.7758346581875993,-0.062384365789938556
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,ATMOSPHERIC,ATMOSPHERIC,Residential,0.9128014842300557,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.9079069767441861,-0.004894507485869615,0.9763779527559056,-0.06357646852584986
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,ATMOSPHERIC,ATMOSPHERIC,River,0.9773755656108597,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.9670658682634731,-0.010309697347386626,0.9879154078549849,-0.010539842244125186
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,ATMOSPHERIC,ATMOSPHERIC,SeaLake,0.998639455782313,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.9972826086956522,-0.0013568470866607285,0.989247311827957,0.009392143954355947
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,SWIR,SWIR,AnnualCrop,0.9408060453400504,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.9398353388220393,-0.0009707065180111218,0.9244673983214977,0.0163386470185527
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,SWIR,SWIR,Forest,0.9879963065558633,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.9912321181356715,0.0032358115798081233,0.9452253999030538,0.04277090665280958
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,SWIR,SWIR,HerbaceousVegetation,0.8611620795107033,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.8792682926829268,0.018106213172223495,0.8629903354178511,-0.0018282559071477467
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,SWIR,SWIR,Highway,0.9405099150141643,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.9470672389127325,0.006557323898568224,0.9556213017751479,-0.01511138676098367
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,SWIR,SWIR,Industrial,0.9329446064139941,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.9558823529411765,0.02293774652718239,0.9653259361997226,-0.032381329785728497
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,SWIR,SWIR,Pasture,0.6740331491712708,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.6704545454545454,-0.0035786037167253593,0.6451612903225806,0.028871858848690146
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,SWIR,SWIR,PermanentCrop,0.5631067961165048,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.7049689440993789,0.1418621479828741,0.7831513260530422,-0.22004452993653734
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,SWIR,SWIR,Residential,0.8409475465313029,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.9079069767441861,0.0669594302128832,0.9636015325670498,-0.12265398603574695
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,SWIR,SWIR,River,0.9550898203592815,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.9670658682634731,0.0119760479041916,0.9803921568627451,-0.025302336503463585
dropout_selected,MS_SPATIAL_DROP_P05,0.5,MS_SPATIAL_DROP_P05,0.5,SWIR,SWIR,SeaLake,0.9979633401221996,5400,/home/windhurt/dl_projects/projects/satx-eurosat-geographic-generalization-study/outputs/runs/resnet50_ms_spatial_direct_pretrained_zscore_seed42_drop_p50_dseed42/best.pt,0.9972826086956522,-0.000680731426547343,0.9813084112149533,0.01665492890724629
