run_id,group_dropout_p,epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,mask_none,mask_visible,mask_red_edge_nir,mask_atmospheric,mask_swir
MS_SPATIAL_DROP_P03,0.3,11,0.03371028496968606,0.9888271604938271,0.244744699632542,0.9142592592592592,0.9033822018295217,11284,1204,1249,1264,1199
MS_SPATIAL_DROP_P03,0.3,12,0.0248580442370134,0.9923456790123457,0.13749700098975423,0.9568518518518518,0.9314310855725063,11299,1254,1177,1223,1247
MS_SPATIAL_DROP_P03,0.3,13,0.020955347100008324,0.9931481481481481,1.9493713484224173,0.8098148148148148,0.8502090283718677,11327,1205,1233,1209,1226
MS_SPATIAL_DROP_P03,0.3,14,0.02537467520798982,0.9919753086419754,0.16508468036678028,0.9542592592592593,0.9265329693710177,11224,1226,1276,1248,1226
MS_SPATIAL_DROP_P03,0.3,15,0.021914459756477794,0.993641975308642,0.132098980153678,0.9625925925925926,0.9447699298502675,11401,1209,1211,1175,1204
MS_SPATIAL_DROP_P03,0.3,16,0.023400613322356763,0.9927777777777778,0.1611963162831833,0.952037037037037,0.9311703993957876,11517,1164,1144,1170,1205
MS_SPATIAL_DROP_P03,0.3,17,0.02045970686330506,0.9938271604938271,0.27442380165530333,0.9285185185185185,0.8933886734388313,11253,1221,1259,1232,1235
MS_SPATIAL_DROP_P03,0.3,18,0.017495430822873685,0.9940740740740741,0.21038930779616177,0.942962962962963,0.9124927283235037,11382,1204,1162,1242,1210
MS_SPATIAL_DROP_P03,0.3,19,0.0161000347351526,0.9953086419753087,0.17399148200709735,0.955,0.9285080357598764,11396,1201,1175,1206,1222
MS_SPATIAL_DROP_P03,0.3,20,0.016157542503105454,0.9948765432098765,0.18060028326964972,0.9577777777777777,0.93136187273648,11329,1200,1242,1198,1231
MS_SPATIAL_DROP_P05,0.5,1,0.5375952896659757,0.8335185185185185,0.18807169617878067,0.9414814814814815,0.9157046245486316,8098,1977,2099,1984,2042
MS_SPATIAL_DROP_P05,0.5,2,0.15207196557963337,0.9508641975308642,0.15426557125135634,0.9475925925925925,0.9192262478266258,8232,1912,2019,1957,2080
MS_SPATIAL_DROP_P05,0.5,3,0.09991809810845205,0.9664197530864198,0.31633406654552176,0.8498148148148148,0.8543264096638691,8136,2094,2000,1935,2035
MS_SPATIAL_DROP_P05,0.5,4,0.07663508280329866,0.9753703703703703,0.22775547506908575,0.8968518518518519,0.8941845165425935,8127,1973,2061,1948,2091
MS_SPATIAL_DROP_P05,0.5,5,0.06153464247691043,0.9810493827160494,0.14213452030663137,0.9525925925925925,0.9302697442548453,8121,2064,2012,2016,1987
MS_SPATIAL_DROP_P05,0.5,6,0.052267422064173,0.9832098765432099,0.7792458860848651,0.8094444444444444,0.8453607566029981,8154,2041,1973,1921,2111
MS_SPATIAL_DROP_P05,0.5,7,0.044731670870204215,0.9857407407407407,0.17022181579205034,0.9475925925925925,0.925758724568351,8112,2043,2038,1985,2022
MS_SPATIAL_DROP_P05,0.5,8,0.039943964528264826,0.9866049382716049,0.14009667679667473,0.9551851851851851,0.9341167310221428,8120,2002,1918,2108,2052
MS_SPATIAL_DROP_P05,0.5,9,0.035668852008925174,0.9894444444444445,0.15389227766772146,0.9525925925925925,0.9318808402020646,8178,2005,2042,1983,1992
MS_SPATIAL_DROP_P05,0.5,10,0.03573654068449949,0.9876543209876543,0.14105042931623757,0.9581481481481482,0.9356511218365426,8055,2046,2053,2014,2032
MS_SPATIAL_DROP_P05,0.5,11,0.030961137398973937,0.989320987654321,0.14402802971191705,0.9598148148148148,0.9408303983592804,8035,2007,2060,2098,2000
MS_SPATIAL_DROP_P05,0.5,12,0.03062868620888445,0.9892592592592593,0.1743763202578433,0.9496296296296296,0.9191242337435439,8062,2047,2001,2079,2011
MS_SPATIAL_DROP_P05,0.5,13,0.022244716210112574,0.9929012345679012,0.12957349251554762,0.9625925925925926,0.9432242289590554,8092,2025,2020,2003,2060
MS_SPATIAL_DROP_P05,0.5,14,0.029655758415371825,0.9903703703703703,0.1496199627105509,0.9588888888888889,0.9388305243811631,8030,2068,2031,2044,2027
MS_SPATIAL_DROP_P05,0.5,15,0.022312150095922894,0.9930246913580247,0.1716844668716658,0.9481481481481482,0.9220854151793485,8097,1991,2069,1976,2067
MS_SPATIAL_DROP_P05,0.5,16,0.021099109712752435,0.9933333333333333,0.1406236451024112,0.9601851851851851,0.9415916893679708,8233,1989,1963,2030,1985
MS_SPATIAL_DROP_P05,0.5,17,0.02213811796969148,0.9926543209876543,0.13998232522189802,0.9614814814814815,0.9397989933222128,8100,2023,2049,1983,2045
MS_SPATIAL_DROP_P05,0.5,18,0.019501961591757905,0.9938888888888889,0.1596286341773507,0.9527777777777777,0.9308187781343908,8112,1992,1989,2081,2026
MS_SPATIAL_DROP_P05,0.5,19,0.020707057104970582,0.9930864197530864,0.12874962345748725,0.967037037037037,0.9498020121354424,8062,2013,2010,2048,2067
MS_SPATIAL_DROP_P05,0.5,20,0.019805128691375923,0.9941358024691358,0.2065026641457829,0.94,0.9144683474640407,8043,1984,2090,2076,2007
